startYear,startMonth,startDay,endYear,endMonth,endDay,group,groupTitle,eventType,dispPos,event,eventColor,detailLink,image,imageCitation
-2416,1,1,,,,,古代エジプトの遺跡群,2,3,ニウセルラーのピラミッド複合体,#F25F29,https://ja.wikipedia.org/wiki/%E3%83%8B%E3%82%A6%E3%82%BB%E3%83%AB%E3%83%A9%E3%83%BC,,
-1991,1,1,,,,,古代エジプトの遺跡群,2,4,アメンエムハト1世のピラミッド,#F25F29,https://ja.wikipedia.org/wiki/%E3%82%A2%E3%83%A1%E3%83%B3%E3%82%A8%E3%83%A0%E3%83%8F%E3%83%881%E4%B8%96,https://upload.wikimedia.org/wikipedia/commons/b/be/AmenemhetIPyramid.jpg,"ジョン・ボズワース, Copyrighted free use, via Wikimedia Commons"
-1971,1,1,,,,,古代エジプトの遺跡群,2,2,センウセレト1世のピラミッド,#F25F29,https://ja.wikipedia.org/wiki/%E3%82%BB%E3%83%B3%E3%82%A6%E3%82%BB%E3%83%AC%E3%83%881%E4%B8%96,,
-1965,1,1,-317,1,1,,古代エジプトの遺跡群,2,1,カルナック神殿,#0070C0,https://ja.wikipedia.org/wiki/%E3%82%AB%E3%83%AB%E3%83%8A%E3%83%83%E3%82%AF%E7%A5%9E%E6%AE%BF%E8%A4%87%E5%90%88%E4%BD%93%E3%81%AE%E6%AD%B4%E5%8F%B2,https://upload.wikimedia.org/wikipedia/commons/4/4b/Karnak_Temple_Square.jpg,"Rabax63, CC BY-SA 4.0 <https://creativecommons.org/licenses/by-sa/4.0>, via Wikimedia Commons"
-1897,1,1,,,,,古代エジプトの遺跡群,2,3,センウセレト2世のピラミッド,#F25F29,https://ja.wikipedia.org/wiki/%E3%82%BB%E3%83%B3%E3%82%A6%E3%82%BB%E3%83%AC%E3%83%882%E4%B8%96,https://upload.wikimedia.org/wikipedia/commons/d/d9/Pyramid_at_Lahun.jpg,"en:User:Markh, Public domain, via Wikimedia Commons"
-1860,1,1,,,,,古代エジプトの遺跡群,2,4,アメンエムハト3世のピラミッド,#F25F29,https://ja.wikipedia.org/wiki/%E3%82%A2%E3%83%A1%E3%83%B3%E3%82%A8%E3%83%A0%E3%83%8F%E3%83%883%E4%B8%96,https://upload.wikimedia.org/wikipedia/commons/1/1d/Pyramid_of_amenemhet_hawarra_01.jpg,"Markh at English Wikipedia, Public domain, via Wikimedia Commons"
-1795,1,1,-362,1,1,,古代エジプトの遺跡群,2,2,ルクソール神殿,#0070C0,https://ja.wikipedia.org/wiki/%E3%83%AB%E3%82%AF%E3%82%BD%E3%83%BC%E3%83%AB%E7%A5%9E%E6%AE%BF,https://upload.wikimedia.org/wikipedia/commons/0/0f/Pylons_and_obelisk_Luxor_temple.JPG,"Ad Meskens, CC BY-SA 3.0 <https://creativecommons.org/licenses/by-sa/3.0>, via Wikimedia Commons"
-1479,1,1,,,,,古代エジプトの遺跡群,2,3,ハトシェプスト女王葬祭殿,#0070C0,https://ja.wikipedia.org/wiki/%E3%83%8F%E3%83%88%E3%82%B7%E3%82%A7%E3%83%97%E3%82%B9%E3%83%88%E5%A5%B3%E7%8E%8B%E8%91%AC%E7%A5%AD%E6%AE%BF,https://upload.wikimedia.org/wikipedia/commons/9/96/Queen_Hatshipsuit%27s_Temple_02_977.PNG,"Ijanderson977, Public domain, via Wikimedia Commons"
-1327,1,1,,,,,古代エジプトの遺跡群,2,4,ツタンカーメンの王墓,#3C7D22,https://ja.wikipedia.org/wiki/%E3%83%84%E3%82%BF%E3%83%B3%E3%82%AB%E3%83%BC%E3%83%A1%E3%83%B3,https://upload.wikimedia.org/wikipedia/commons/3/38/Tutanchamun_Maske.jpg,"en:User:MykReeve, CC BY-SA 3.0 <http://creativecommons.org/licenses/by-sa/3.0/>, via Wikimedia Commons"
-1260,1,1,,,,,古代エジプトの遺跡群,2,3,アブ・シンベル神殿(ラムセス2世),#0070C0,https://ja.wikipedia.org/wiki/%E3%82%A2%E3%83%96%E3%83%BB%E3%82%B7%E3%83%B3%E3%83%99%E3%83%AB%E7%A5%9E%E6%AE%BF,https://upload.wikimedia.org/wikipedia/commons/f/f0/Gro%C3%9Fer_Tempel_%28Abu_Simbel%29_02.jpg,"Olaf Tausch, CC BY 3.0 <https://creativecommons.org/licenses/by/3.0>, via Wikimedia Commons"
-237,1,1,,,,,古代エジプトの遺跡群,2,3,ホルス(エドフ)神殿,#0070C0,https://ja.wikipedia.org/wiki/%E3%82%A8%E3%83%89%E3%83%95%E7%A5%9E%E6%AE%BF,https://upload.wikimedia.org/wikipedia/commons/5/5d/Temple_of_Edfu_02.jpg,"Ad Meskens, CC BY-SA 3.0 <https://creativecommons.org/licenses/by-sa/3.0>, via Wikimedia Commons"
-2630,1,1,-1860,1,1,,古代エジプトの遺跡群,1,,ピラミッド,#F25F29,https://ja.wikipedia.org/wiki/%E3%82%A8%E3%82%B8%E3%83%97%E3%83%88%E3%81%AE%E3%83%94%E3%83%A9%E3%83%9F%E3%83%83%E3%83%89,,
-1524,1,1,-1070,1,1,,古代エジプトの遺跡群,1,,王家の谷,#3C7D22,https://ja.wikipedia.org/wiki/%E7%8E%8B%E5%AE%B6%E3%81%AE%E8%B0%B7,,
